body,rating
من چند مدل ورنگها مختلف از اینچی سفارش دادم,3
اندازه دو بند انگشت هزار تومن میارزه,1
معمولی ,3
معمولیه,3
کوچک بود,3
اندازه دو بند انگشت هزار تومن میارزه,1
معمولی ,3
معمولیه,3
کوچک بود,3
خوبه البته با توجه به قیمت و کیفیت یذره گرونه,0
زیبا و با کیفیت ,3
خوبه👍🏻👍🏻,3
خوبه,3
خوبه کاربردیه اما چسبش ضعیفه یکم,3
قیمتش بالا بود نسبت به کیفیتش ولی خوبه,3
قابل قبول,3
متاسفانه ضخامتش برای الترابوک‌ها مناسب نیست و باعث میشه لپ‌تاپ کامل بسته نشه.,2
خوبه,3
خوبه کاربردیه اما چسبش ضعیفه یکم,3
قیمتش بالا بود نسبت به کیفیتش ولی خوبه,3
قابل قبول,3
متاسفانه ضخامتش برای الترابوک‌ها مناسب نیست و باعث میشه لپ‌تاپ کامل بسته نشه.,2
خوبه البته با توجه به قیمت و کیفیت یذره گرونه,0
زیبا و با کیفیت ,3
خوبه👍🏻👍🏻,3
شارژر تقلبیه ، برید اصلشو بخرید ، خیلی اذیت کرد خیلی ، مجبور میشید اصلشو بخرید ,1
شارژر خوبی هست و من به عنوان یدک در محل کارم استفاده اش می کردم. بعد از حدود ۲ سال متاسفانه از کار افتاد (ولی احتمالا با تعویض کابل برق برطرف میشه که هنوز امتحان نکردم),3
به نظرم شارژر خوبی است. ,3
تازه خریدم هنوز امتحان نکرده ام، ولی از نظر وزن نسبت به اوریجینال خیلی سبک است.,3
قیمت گران است,3
اگه سلامت باتری لپ تاپتون واستون مهم نیست این شارژر تو این بازه قیمتی بهترین هست. من چون باتری لپ تاپم از قبل ضعیف شده بود واسم مهم نیست شارژر اصل باشه یا نهتنها مشکلی که داره اینه گاهی تاچ پد لپ تاپ لگ میزنه,3
خیلی زیبا و کاوایی,0
به سلیقه شما بستگی داره.,3
به عشق آنیا خریدم وگرنه نه قیمتش می ارزه نه کیفیت چاپ و برش.,3
گرون نسبت به جنس,2
ضد خش و آب نیست,2
خوبه البته با توجه به قیمت و کیفیت یذره گرونه,0
زیبا و با کیفیت ,3
خوبه👍🏻👍🏻,3
کیفیت معمولی و جادار,3
خیلی بزرگ بود من مرجوع کردم,2
با توجه به خرید های اخیرم و سابقه قبل دیگه دیجی کالا رو توصیه نمیکنم,2
توضیحات رو پایین زدم,1
جنس فیک و ارزان رو به جای جنس سفارشی ارسال کردند. من شارژر ADLX65CCGK2A رو سفارش دادم که نزدیک پونصد هزار تومن پول گرفتند ولی برای من شارژر ADL65WCA فرستادند اونم فیک که قیمتش تو فروشگاه دوست خودم صد و پنجاه هزار تومنه.,1
دقیقا همون مدلی بود که می خواستم با قیمت مناسب ,3
درکمتر از یک ماه خراب شد,1
عین شکل نیست. یکم فرق داره. خریدم ولی کارایش خوبه,3
"سریال و آمپرش با چیزی که نوشته و برچسبی که روی جعبش خورده فرق میکنه ولی خیلی تفاوتی توی شارژکردن با اصلش نداشت
آمپر مال خودم 1.8 50-60 مال این مدل که تقلبی و ساخت چین هستش آمپر 1.5 40-50
اما اصلا کار درستی نیست که دیجیکالا نظارت نمیکنه قیمتش هم کم نیست",3
تایم زیاد از درخواست تا زمان تحویل ۳ روز خیلی زیاده,1
عالی,3
کیفیت خوبی داره و چسبش محکمه,0
انتظاری نمیشه ازش داشت,3
از نوع موبایلیش هم میخوام,0
بد نبود,3
اندازش کم تر از ۷ سانتی متر بود و همینطور کیفیت نسبتا پایینی داشت من که راضی نبودم دلمو زد,3
در کل از خرید راضی بودم,3
خیلی قشنگه,0
با توجه به درخواست دخترم خریدم و راضی بود.,3
بعد از چسبوندن تو چند دقیقه ور اومد رنگش هم بعد جند روز کم رنگ شد,1
کیفیت چاپ و رنگاش جالب نبود,2
بد نبود ،مطمعن نیستم ,2
برچسب خوبی بود برای لپ تاب گرفتم,3
برای تزیین خیلی خوب,3
خیلی خوشگل و باحل بود,0
پسرم طرفدار ریک و مورتی هست و این را دوست داشت,3
اصلا راضی نبودم,1
خیلی کوچک بود ,2
اندازه خیلی کوچیکه واقعا خنده داره که با عکس های فیک مشتری گول میزنین,2
اندازه‌ی استیکر ها تقریبا یک سوم اندازه‌ی توی عکس هاست,3
خیلی خیلی کوچیک!!!!,3
اندازه خیلی کوچیک و مدل اشتباه فرستادن,1
چرا عکس دروغ میزارید تو عکس اندازه یه موبایله اومد دادیم یه تکه کوچولوعه,1
کیفیت چاپش یکم بده ,3
عالی,3
میتونست بهتر باشه زیاد نپسندیدم ,3
کیفیتش خوبه ,3
در کل بستگی داره به چیزی که میخواین بهش بزنین,3
خوبه,1
بی ویفیت بود خیلی بد بود,1
جنسش کاغذی بود به درد لپ تاب نمیخوره,3
جدی این همونیه که من سفارش دادم,3
کیفیتش جالب نیست,3
"من این برچسبو خیلی دوست داشتم.خواستم دوباره بخرم به یه برچسب دیگه از همین فروشنده..دیدم شده ۱۶۹۰۰. فقط دو روز پیش به قیمت ۱۴۹۰۰ خریدم.الان شده ۱۶۹۰۰.اینکار درست نیست.همش یه تیکه برچسبه تازه اونم انقدر با کیفیت نیست که هفده هزار تومان قیمت داشته باشه..پانزده هزار تومان هم زیاده واقعا ولی این دیگه زور داره.کافیه یه چیزی فروش داشته باشه تا قیمتا زیاد بشه..توی دوروز؟
لطفا گرون ترش نکنید دیگه..ارزون ترش کنید که بهتر..",3
برای دخترم خریدم ,3
"من از طرحش خیلی خوشم اومد اما پشتش اصلا چسب نداره که بشه چسبوند!!
شاید فقط از من مشکل داره! اما به هر حال من نتونستم بزنم به لب تابم",3
کوچیک تر از انتظار,3
خوب بود اندازش و با کیفیفت,3
برچسی دفترچه و کتابه نه لپتاپ.اصلا مناسب هیچ دستگاهی نیست,1
"واقعا خنده داره
هربار گیتارم میبینم میخندم نمیتونم نت رو بخونم",0
خوب بود پیشنهاد میدم بخرید,2
کیفیتش خوبه,3
کیفیت به شدت پایین اما چسبندگی عالی داره,3
برچسبی نبود):,2
برچسب نیست فقط یه تیکه کاغذه که چسب نداره تازه کیفیتشم زیاد خوب نی,1
خوبه عاشقش شدم کیفیتش هم عالیه ولی اون یکی که سبز پوشیده. نبود,1
قشنگه ولی باید با چاقو ببرید,3
باید باقیچی دونه دونه شو ببری و خودش خط برش نداره ,3
از بقه استیکرا نازک تره,3
بد نبود,2
برش برچسب خوب نیست و به جزئیات توجه نشده   فقط دورش رو برش دادند,3
کیفیت خوبی داره و چسبش محکمه,0
انتظاری نمیشه ازش داشت,3
از نوع موبایلیش هم میخوام,0
بد نبود,3
اندازش کم تر از ۷ سانتی متر بود و همینطور کیفیت نسبتا پایینی داشت من که راضی نبودم دلمو زد,3
در کل از خرید راضی بودم,3
خیلی قشنگه,0
با توجه به درخواست دخترم خریدم و راضی بود.,3
کیفیت چاپ و رنگاش جالب نبود,2
بد نبود ،مطمعن نیستم ,2
برچسب خوبی بود برای لپ تاب گرفتم,3
برای تزیین خیلی خوب,3
خیلی خوشگل و باحل بود,0
پسرم طرفدار ریک و مورتی هست و این را دوست داشت,3
بعد از چسبوندن تو چند دقیقه ور اومد رنگش هم بعد جند روز کم رنگ شد,1
خیلی زیبا و کاوایی,0
به سلیقه شما بستگی داره.,3
به عشق آنیا خریدم وگرنه نه قیمتش می ارزه نه کیفیت چاپ و برش.,3
گرون نسبت به جنس,2
ضد خش و آب نیست,2
مثه عکسشه و کیفیت داره,3
 استیکر خیلی کوچک و معمولی اصلا با این قیمت نمی ارزید,1
به نسبت بقیه استیکر ها گرونه ولی خوبه چون دورش هم کاغذ نداره,0
خیلی زود خراب شد و روکشش کنده شد ,2
خیلی معمولی,3
سایزش کوچیکه,2
کیفیت چاپ پایین قیمت بالا,1
خیلی خوب بود و راضی کننده بود تنها ایرادی که داشت این بود که دور طرح زیاد بود و با قیچی باید دور بریش بکنین,0
در کل خوبه اما با کیفیت نیست,3
کوچیک تر از انتظار,3
خوب بود اندازش و با کیفیفت,3
برچسی دفترچه و کتابه نه لپتاپ.اصلا مناسب هیچ دستگاهی نیست,1
"واقعا خنده داره
هربار گیتارم میبینم میخندم نمیتونم نت رو بخونم",0
